Parameters;fold1;fold2;fold3;fold4;fold5
OCSVM_RBF_0.6_scale_;{'-1': {'precision': 0.4782608695652174, 'recall': 0.5833333333333334, 'f1-score': 0.5255972696245734, 'support': 264}, '1': {'precision': 0.4835680751173709, 'recall': 0.3800738007380074, 'f1-score': 0.42561983471074377, 'support': 271}, 'accuracy': 0.4803738317757009, 'macro avg': {'precision': 0.48091447234129414, 'recall': 0.4817035670356704, 'f1-score': 0.4756085521676586, 'support': 535}, 'weighted avg': {'precision': 0.4809491923776167, 'recall': 0.4803738317757009, 'f1-score': 0.474954494182241, 'support': 535}};{'-1': {'precision': 0.5, 'recall': 0.5909090909090909, 'f1-score': 0.5416666666666667, 'support': 264}, '1': {'precision': 0.515695067264574, 'recall': 0.42435424354243545, 'f1-score': 0.465587044534413, 'support': 271}, 'accuracy': 0.5065420560747663, 'macro avg': {'precision': 0.507847533632287, 'recall': 0.5076316672257633, 'f1-score': 0.5036268556005399, 'support': 535}, 'weighted avg': {'precision': 0.507950211642429, 'recall': 0.5065420560747663, 'f1-score': 0.5031291384464036, 'support': 535}};{'-1': {'precision': 0.4876543209876543, 'recall': 0.5984848484848485, 'f1-score': 0.5374149659863946, 'support': 264}, '1': {'precision': 0.4976303317535545, 'recall': 0.3874538745387454, 'f1-score': 0.43568464730290457, 'support': 271}, 'accuracy': 0.491588785046729, 'macro avg': {'precision': 0.4926423263706044, 'recall': 0.49296936151179693, 'f1-score': 0.4865498066446496, 'support': 535}, 'weighted avg': {'precision': 0.4927075899924373, 'recall': 0.491588785046729, 'f1-score': 0.4858842811953184, 'support': 535}};{'-1': {'precision': 0.49038461538461536, 'recall': 0.5795454545454546, 'f1-score': 0.53125, 'support': 264}, '1': {'precision': 0.5, 'recall': 0.4111111111111111, 'f1-score': 0.45121951219512196, 'support': 270}, 'accuracy': 0.4943820224719101, 'macro avg': {'precision': 0.4951923076923077, 'recall': 0.49532828282828284, 'f1-score': 0.49123475609756095, 'support': 534}, 'weighted avg': {'precision': 0.49524632670700086, 'recall': 0.4943820224719101, 'f1-score': 0.4907851466155111, 'support': 534}};{'-1': {'precision': 0.48757763975155277, 'recall': 0.5946969696969697, 'f1-score': 0.5358361774744027, 'support': 264}, '1': {'precision': 0.49528301886792453, 'recall': 0.3888888888888889, 'f1-score': 0.43568464730290457, 'support': 270}, 'accuracy': 0.49063670411985016, 'macro avg': {'precision': 0.4914303293097386, 'recall': 0.4917929292929293, 'f1-score': 0.48576041238865364, 'support': 534}, 'weighted avg': {'precision': 0.49147361795645983, 'recall': 0.49063670411985016, 'f1-score': 0.4851977633427464, 'support': 534}}
OCSVM_RBF_0.7_scale_;{'-1': {'precision': 0.4907161803713528, 'recall': 0.7007575757575758, 'f1-score': 0.577223088923557, 'support': 264}, '1': {'precision': 0.5, 'recall': 0.2915129151291513, 'f1-score': 0.36829836829836826, 'support': 271}, 'accuracy': 0.4934579439252336, 'macro avg': {'precision': 0.4953580901856764, 'recall': 0.4961352454433635, 'f1-score': 0.47276072861096263, 'support': 535}, 'weighted avg': {'precision': 0.495418825454275, 'recall': 0.4934579439252336, 'f1-score': 0.4713939313732277, 'support': 535}};{'-1': {'precision': 0.49326145552560646, 'recall': 0.6931818181818182, 'f1-score': 0.5763779527559055, 'support': 264}, '1': {'precision': 0.5060975609756098, 'recall': 0.3062730627306273, 'f1-score': 0.3816091954022988, 'support': 271}, 'accuracy': 0.497196261682243, 'macro avg': {'precision': 0.49967950825060814, 'recall': 0.49972744045622275, 'f1-score': 0.47899357407910215, 'support': 535}, 'weighted avg': {'precision': 0.4997634827722437, 'recall': 0.497196261682243, 'f1-score': 0.4777193859468823, 'support': 535}};{'-1': {'precision': 0.4856396866840731, 'recall': 0.7045454545454546, 'f1-score': 0.5749613601236475, 'support': 264}, '1': {'precision': 0.4868421052631579, 'recall': 0.2730627306273063, 'f1-score': 0.34988179669030733, 'support': 271}, 'accuracy': 0.48598130841121495, 'macro avg': {'precision': 0.48624089597361553, 'recall': 0.48880409258638047, 'f1-score': 0.4624215784069774, 'support': 535}, 'weighted avg': {'precision': 0.4862487622633852, 'recall': 0.48598130841121495, 'f1-score': 0.4609490952817126, 'support': 535}};{'-1': {'precision': 0.4946808510638298, 'recall': 0.7045454545454546, 'f1-score': 0.5812499999999999, 'support': 264}, '1': {'precision': 0.5063291139240507, 'recall': 0.2962962962962963, 'f1-score': 0.3738317757009346, 'support': 270}, 'accuracy': 0.49812734082397003, 'macro avg': {'precision': 0.5005049824939403, 'recall': 0.5004208754208754, 'f1-score': 0.4775408878504673, 'support': 534}, 'weighted avg': {'precision': 0.5005704221729302, 'recall': 0.49812734082397003, 'f1-score': 0.4763756169274388, 'support': 534}};{'-1': {'precision': 0.5041551246537396, 'recall': 0.6893939393939394, 'f1-score': 0.5823999999999999, 'support': 264}, '1': {'precision': 0.5260115606936416, 'recall': 0.337037037037037, 'f1-score': 0.41083521444695253, 'support': 270}, 'accuracy': 0.5112359550561798, 'macro avg': {'precision': 0.5150833426736906, 'recall': 0.5132154882154882, 'f1-score': 0.49661760722347625, 'support': 534}, 'weighted avg': {'precision': 0.5152061316402069, 'recall': 0.5112359550561798, 'f1-score': 0.4956537601136277, 'support': 534}}
OCSVM_RBF_0.8_scale_;{'-1': {'precision': 0.48201438848920863, 'recall': 0.7613636363636364, 'f1-score': 0.5903083700440528, 'support': 264}, '1': {'precision': 0.4661016949152542, 'recall': 0.2029520295202952, 'f1-score': 0.2827763496143959, 'support': 271}, 'accuracy': 0.4785046728971963, 'macro avg': {'precision': 0.4740580417022314, 'recall': 0.4821578329419658, 'f1-score': 0.43654235982922435, 'support': 535}, 'weighted avg': {'precision': 0.47395393996857, 'recall': 0.4785046728971963, 'f1-score': 0.4345304681067873, 'support': 535}};{'-1': {'precision': 0.4843373493975904, 'recall': 0.7613636363636364, 'f1-score': 0.5920471281296025, 'support': 264}, '1': {'precision': 0.475, 'recall': 0.21033210332103322, 'f1-score': 0.2915601023017903, 'support': 271}, 'accuracy': 0.4822429906542056, 'macro avg': {'precision': 0.47966867469879515, 'recall': 0.4858478698423348, 'f1-score': 0.4418036152156964, 'support': 535}, 'weighted avg': {'precision': 0.47960758923544644, 'recall': 0.4822429906542056, 'f1-score': 0.4398378122429911, 'support': 535}};{'-1': {'precision': 0.47897196261682246, 'recall': 0.7765151515151515, 'f1-score': 0.592485549132948, 'support': 264}, '1': {'precision': 0.4485981308411215, 'recall': 0.17712177121771217, 'f1-score': 0.25396825396825395, 'support': 271}, 'accuracy': 0.47289719626168225, 'macro avg': {'precision': 0.463785046728972, 'recall': 0.4768184613664318, 'f1-score': 0.423226901550601, 'support': 535}, 'weighted avg': {'precision': 0.4635863394182898, 'recall': 0.47289719626168225, 'f1-score': 0.4210123024233553, 'support': 535}};{'-1': {'precision': 0.48, 'recall': 0.7727272727272727, 'f1-score': 0.5921625544267054, 'support': 264}, '1': {'precision': 0.44954128440366975, 'recall': 0.1814814814814815, 'f1-score': 0.25857519788918204, 'support': 270}, 'accuracy': 0.4737827715355805, 'macro avg': {'precision': 0.46477064220183484, 'recall': 0.4771043771043771, 'f1-score': 0.4253688761579437, 'support': 534}, 'weighted avg': {'precision': 0.4645995258220802, 'recall': 0.4737827715355805, 'f1-score': 0.423494789885261, 'support': 534}};{'-1': {'precision': 0.4937655860349127, 'recall': 0.75, 'f1-score': 0.5954887218045112, 'support': 264}, '1': {'precision': 0.5037593984962406, 'recall': 0.24814814814814815, 'f1-score': 0.33250620347394544, 'support': 270}, 'accuracy': 0.49625468164794007, 'macro avg': {'precision': 0.4987624922655767, 'recall': 0.49907407407407406, 'f1-score': 0.4639974626392283, 'support': 534}, 'weighted avg': {'precision': 0.4988186372794044, 'recall': 0.49625468164794007, 'f1-score': 0.46252003276096665, 'support': 534}}
OCSVM_RBF_0.9_scale_;{'-1': {'precision': 0.48140495867768596, 'recall': 0.8825757575757576, 'f1-score': 0.6229946524064172, 'support': 264}, '1': {'precision': 0.39215686274509803, 'recall': 0.07380073800738007, 'f1-score': 0.12422360248447205, 'support': 271}, 'accuracy': 0.47289719626168225, 'macro avg': {'precision': 0.436780910711392, 'recall': 0.4781882477915688, 'f1-score': 0.3736091274454446, 'support': 535}, 'weighted avg': {'precision': 0.4361970446632349, 'recall': 0.47289719626168225, 'f1-score': 0.37034613926838517, 'support': 535}};{'-1': {'precision': 0.49145299145299143, 'recall': 0.8712121212121212, 'f1-score': 0.6284153005464481, 'support': 264}, '1': {'precision': 0.4925373134328358, 'recall': 0.12177121771217712, 'f1-score': 0.1952662721893491, 'support': 271}, 'accuracy': 0.491588785046729, 'macro avg': {'precision': 0.4919951524429136, 'recall': 0.4964916694621492, 'f1-score': 0.4118407863678986, 'support': 535}, 'weighted avg': {'precision': 0.49200224613810883, 'recall': 0.491588785046729, 'f1-score': 0.40900710113565586, 'support': 535}};{'-1': {'precision': 0.48333333333333334, 'recall': 0.8787878787878788, 'f1-score': 0.6236559139784946, 'support': 264}, '1': {'precision': 0.41818181818181815, 'recall': 0.08487084870848709, 'f1-score': 0.1411042944785276, 'support': 271}, 'accuracy': 0.4766355140186916, 'macro avg': {'precision': 0.45075757575757575, 'recall': 0.4818293637481829, 'f1-score': 0.3823801042285111, 'support': 535}, 'weighted avg': {'precision': 0.4503313508920985, 'recall': 0.4766355140186916, 'f1-score': 0.379223224474773, 'support': 535}};{'-1': {'precision': 0.4840085287846482, 'recall': 0.8598484848484849, 'f1-score': 0.6193724420190996, 'support': 264}, '1': {'precision': 0.4307692307692308, 'recall': 0.1037037037037037, 'f1-score': 0.16716417910447762, 'support': 270}, 'accuracy': 0.47752808988764045, 'macro avg': {'precision': 0.4573888797769395, 'recall': 0.4817760942760943, 'f1-score': 0.39326831056178857, 'support': 534}, 'weighted avg': {'precision': 0.45708978259707755, 'recall': 0.47752808988764045, 'f1-score': 0.39072781470271767, 'support': 534}};{'-1': {'precision': 0.4925053533190578, 'recall': 0.8712121212121212, 'f1-score': 0.6292749658002735, 'support': 264}, '1': {'precision': 0.4925373134328358, 'recall': 0.12222222222222222, 'f1-score': 0.19584569732937684, 'support': 270}, 'accuracy': 0.49250936329588013, 'macro avg': {'precision': 0.49252133337594683, 'recall': 0.4967171717171717, 'f1-score': 0.4125603315648252, 'support': 534}, 'weighted avg': {'precision': 0.49252151292714785, 'recall': 0.49250936329588013, 'f1-score': 0.41012533567453924, 'support': 534}}
OCSVM_RBF_0.0001_auto_;{'-1': {'precision': 0.14285714285714285, 'recall': 0.003787878787878788, 'f1-score': 0.007380073800738008, 'support': 264}, '1': {'precision': 0.5018939393939394, 'recall': 0.977859778597786, 'f1-score': 0.6633291614518149, 'support': 271}, 'accuracy': 0.497196261682243, 'macro avg': {'precision': 0.3223755411255411, 'recall': 0.49082382869283236, 'f1-score': 0.33535461762627644, 'support': 535}, 'weighted avg': {'precision': 0.32472437998138937, 'recall': 0.497196261682243, 'f1-score': 0.33964587333988167, 'support': 535}};{'-1': {'precision': 0.25, 'recall': 0.003787878787878788, 'f1-score': 0.00746268656716418, 'support': 264}, '1': {'precision': 0.504708097928437, 'recall': 0.988929889298893, 'f1-score': 0.6683291770573567, 'support': 271}, 'accuracy': 0.502803738317757, 'macro avg': {'precision': 0.3773540489642185, 'recall': 0.4963588840433859, 'f1-score': 0.33789593181226046, 'support': 535}, 'weighted avg': {'precision': 0.3790203636235634, 'recall': 0.502803738317757, 'f1-score': 0.3422193574509813, 'support': 535}};{'-1': {'precision': 1.0, 'recall': 0.003787878787878788, 'f1-score': 0.007547169811320754, 'support': 264}, '1': {'precision': 0.5074906367041199, 'recall': 1.0, 'f1-score': 0.6732919254658385, 'support': 271}, 'accuracy': 0.508411214953271, 'macro avg': {'precision': 0.7537453183520599, 'recall': 0.5018939393939394, 'f1-score': 0.3404195476385796, 'support': 535}, 'weighted avg': {'precision': 0.7505232944800307, 'recall': 0.508411214953271, 'f1-score': 0.34477488716155313, 'support': 535}};{'-1': {'precision': 0.5, 'recall': 0.007575757575757576, 'f1-score': 0.01492537313432836, 'support': 264}, '1': {'precision': 0.5056603773584906, 'recall': 0.9925925925925926, 'f1-score': 0.67, 'support': 270}, 'accuracy': 0.5056179775280899, 'macro avg': {'precision': 0.5028301886792452, 'recall': 0.5000841750841751, 'f1-score': 0.3424626865671642, 'support': 534}, 'weighted avg': {'precision': 0.5028619885520458, 'recall': 0.5056179775280899, 'f1-score': 0.3461428811001174, 'support': 534}};{'-1': {'precision': 1.0, 'recall': 0.003787878787878788, 'f1-score': 0.007547169811320754, 'support': 264}, '1': {'precision': 0.5065666041275797, 'recall': 1.0, 'f1-score': 0.672478206724782, 'support': 270}, 'accuracy': 0.5074906367041199, 'macro avg': {'precision': 0.7532833020637899, 'recall': 0.5018939393939394, 'f1-score': 0.34001268826805137, 'support': 534}, 'weighted avg': {'precision': 0.7505112043341696, 'recall': 0.5074906367041199, 'f1-score': 0.3437482558911607, 'support': 534}}
OCSVM_RBF_0.001_auto_;{'-1': {'precision': 0.14285714285714285, 'recall': 0.003787878787878788, 'f1-score': 0.007380073800738008, 'support': 264}, '1': {'precision': 0.5018939393939394, 'recall': 0.977859778597786, 'f1-score': 0.6633291614518149, 'support': 271}, 'accuracy': 0.497196261682243, 'macro avg': {'precision': 0.3223755411255411, 'recall': 0.49082382869283236, 'f1-score': 0.33535461762627644, 'support': 535}, 'weighted avg': {'precision': 0.32472437998138937, 'recall': 0.497196261682243, 'f1-score': 0.33964587333988167, 'support': 535}};{'-1': {'precision': 0.25, 'recall': 0.003787878787878788, 'f1-score': 0.00746268656716418, 'support': 264}, '1': {'precision': 0.504708097928437, 'recall': 0.988929889298893, 'f1-score': 0.6683291770573567, 'support': 271}, 'accuracy': 0.502803738317757, 'macro avg': {'precision': 0.3773540489642185, 'recall': 0.4963588840433859, 'f1-score': 0.33789593181226046, 'support': 535}, 'weighted avg': {'precision': 0.3790203636235634, 'recall': 0.502803738317757, 'f1-score': 0.3422193574509813, 'support': 535}};{'-1': {'precision': 1.0, 'recall': 0.003787878787878788, 'f1-score': 0.007547169811320754, 'support': 264}, '1': {'precision': 0.5074906367041199, 'recall': 1.0, 'f1-score': 0.6732919254658385, 'support': 271}, 'accuracy': 0.508411214953271, 'macro avg': {'precision': 0.7537453183520599, 'recall': 0.5018939393939394, 'f1-score': 0.3404195476385796, 'support': 535}, 'weighted avg': {'precision': 0.7505232944800307, 'recall': 0.508411214953271, 'f1-score': 0.34477488716155313, 'support': 535}};{'-1': {'precision': 0.5, 'recall': 0.007575757575757576, 'f1-score': 0.01492537313432836, 'support': 264}, '1': {'precision': 0.5056603773584906, 'recall': 0.9925925925925926, 'f1-score': 0.67, 'support': 270}, 'accuracy': 0.5056179775280899, 'macro avg': {'precision': 0.5028301886792452, 'recall': 0.5000841750841751, 'f1-score': 0.3424626865671642, 'support': 534}, 'weighted avg': {'precision': 0.5028619885520458, 'recall': 0.5056179775280899, 'f1-score': 0.3461428811001174, 'support': 534}};{'-1': {'precision': 1.0, 'recall': 0.003787878787878788, 'f1-score': 0.007547169811320754, 'support': 264}, '1': {'precision': 0.5065666041275797, 'recall': 1.0, 'f1-score': 0.672478206724782, 'support': 270}, 'accuracy': 0.5074906367041199, 'macro avg': {'precision': 0.7532833020637899, 'recall': 0.5018939393939394, 'f1-score': 0.34001268826805137, 'support': 534}, 'weighted avg': {'precision': 0.7505112043341696, 'recall': 0.5074906367041199, 'f1-score': 0.3437482558911607, 'support': 534}}
OCSVM_RBF_0.005_auto_;{'-1': {'precision': 0.14285714285714285, 'recall': 0.003787878787878788, 'f1-score': 0.007380073800738008, 'support': 264}, '1': {'precision': 0.5018939393939394, 'recall': 0.977859778597786, 'f1-score': 0.6633291614518149, 'support': 271}, 'accuracy': 0.497196261682243, 'macro avg': {'precision': 0.3223755411255411, 'recall': 0.49082382869283236, 'f1-score': 0.33535461762627644, 'support': 535}, 'weighted avg': {'precision': 0.32472437998138937, 'recall': 0.497196261682243, 'f1-score': 0.33964587333988167, 'support': 535}};{'-1': {'precision': 0.25, 'recall': 0.003787878787878788, 'f1-score': 0.00746268656716418, 'support': 264}, '1': {'precision': 0.504708097928437, 'recall': 0.988929889298893, 'f1-score': 0.6683291770573567, 'support': 271}, 'accuracy': 0.502803738317757, 'macro avg': {'precision': 0.3773540489642185, 'recall': 0.4963588840433859, 'f1-score': 0.33789593181226046, 'support': 535}, 'weighted avg': {'precision': 0.3790203636235634, 'recall': 0.502803738317757, 'f1-score': 0.3422193574509813, 'support': 535}};{'-1': {'precision': 1.0, 'recall': 0.003787878787878788, 'f1-score': 0.007547169811320754, 'support': 264}, '1': {'precision': 0.5074906367041199, 'recall': 1.0, 'f1-score': 0.6732919254658385, 'support': 271}, 'accuracy': 0.508411214953271, 'macro avg': {'precision': 0.7537453183520599, 'recall': 0.5018939393939394, 'f1-score': 0.3404195476385796, 'support': 535}, 'weighted avg': {'precision': 0.7505232944800307, 'recall': 0.508411214953271, 'f1-score': 0.34477488716155313, 'support': 535}};{'-1': {'precision': 0.3333333333333333, 'recall': 0.003787878787878788, 'f1-score': 0.00749063670411985, 'support': 264}, '1': {'precision': 0.504708097928437, 'recall': 0.9925925925925926, 'f1-score': 0.66916354556804, 'support': 270}, 'accuracy': 0.5037453183520599, 'macro avg': {'precision': 0.41902071563088517, 'recall': 0.4981902356902357, 'f1-score': 0.33832709113607995, 'support': 534}, 'weighted avg': {'precision': 0.41998349520726214, 'recall': 0.5037453183520599, 'f1-score': 0.34204435466902333, 'support': 534}};{'-1': {'precision': 1.0, 'recall': 0.003787878787878788, 'f1-score': 0.007547169811320754, 'support': 264}, '1': {'precision': 0.5065666041275797, 'recall': 1.0, 'f1-score': 0.672478206724782, 'support': 270}, 'accuracy': 0.5074906367041199, 'macro avg': {'precision': 0.7532833020637899, 'recall': 0.5018939393939394, 'f1-score': 0.34001268826805137, 'support': 534}, 'weighted avg': {'precision': 0.7505112043341696, 'recall': 0.5074906367041199, 'f1-score': 0.3437482558911607, 'support': 534}}
OCSVM_RBF_0.01_auto_;{'-1': {'precision': 0.09090909090909091, 'recall': 0.003787878787878788, 'f1-score': 0.007272727272727273, 'support': 264}, '1': {'precision': 0.49809160305343514, 'recall': 0.9630996309963099, 'f1-score': 0.6566037735849057, 'support': 271}, 'accuracy': 0.4897196261682243, 'macro avg': {'precision': 0.29450034698126304, 'recall': 0.48344375489209435, 'f1-score': 0.33193825042881653, 'support': 535}, 'weighted avg': {'precision': 0.2971641578083756, 'recall': 0.4897196261682243, 'f1-score': 0.33618621054487746, 'support': 535}};{'-1': {'precision': 0.25, 'recall': 0.003787878787878788, 'f1-score': 0.00746268656716418, 'support': 264}, '1': {'precision': 0.504708097928437, 'recall': 0.988929889298893, 'f1-score': 0.6683291770573567, 'support': 271}, 'accuracy': 0.502803738317757, 'macro avg': {'precision': 0.3773540489642185, 'recall': 0.4963588840433859, 'f1-score': 0.33789593181226046, 'support': 535}, 'weighted avg': {'precision': 0.3790203636235634, 'recall': 0.502803738317757, 'f1-score': 0.3422193574509813, 'support': 535}};{'-1': {'precision': 0.5, 'recall': 0.003787878787878788, 'f1-score': 0.0075187969924812035, 'support': 264}, '1': {'precision': 0.5065666041275797, 'recall': 0.996309963099631, 'f1-score': 0.6716417910447761, 'support': 271}, 'accuracy': 0.5065420560747663, 'macro avg': {'precision': 0.5032833020637899, 'recall': 0.500048920943755, 'f1-score': 0.33958029401862866, 'support': 535}, 'weighted avg': {'precision': 0.5033262611562133, 'recall': 0.5065420560747663, 'f1-score': 0.34392502388626045, 'support': 535}};{'-1': {'precision': 0.2, 'recall': 0.003787878787878788, 'f1-score': 0.007434944237918216, 'support': 264}, '1': {'precision': 0.502835538752363, 'recall': 0.9851851851851852, 'f1-score': 0.6658322903629537, 'support': 270}, 'accuracy': 0.5, 'macro avg': {'precision': 0.3514177693761815, 'recall': 0.494486531986532, 'f1-score': 0.33663361730043595, 'support': 534}, 'weighted avg': {'precision': 0.3531190926275993, 'recall': 0.5, 'f1-score': 0.34033247879552037, 'support': 534}};{'-1': {'precision': 1.0, 'recall': 0.003787878787878788, 'f1-score': 0.007547169811320754, 'support': 264}, '1': {'precision': 0.5065666041275797, 'recall': 1.0, 'f1-score': 0.672478206724782, 'support': 270}, 'accuracy': 0.5074906367041199, 'macro avg': {'precision': 0.7532833020637899, 'recall': 0.5018939393939394, 'f1-score': 0.34001268826805137, 'support': 534}, 'weighted avg': {'precision': 0.7505112043341696, 'recall': 0.5074906367041199, 'f1-score': 0.3437482558911607, 'support': 534}}
OCSVM_RBF_0.05_auto_;{'-1': {'precision': 0.29411764705882354, 'recall': 0.03787878787878788, 'f1-score': 0.06711409395973154, 'support': 264}, '1': {'precision': 0.4930139720558882, 'recall': 0.9114391143911439, 'f1-score': 0.6398963730569948, 'support': 271}, 'accuracy': 0.4803738317757009, 'macro avg': {'precision': 0.3935658095573559, 'recall': 0.47465895113496587, 'f1-score': 0.35350523350836316, 'support': 535}, 'weighted avg': {'precision': 0.3948670004685516, 'recall': 0.4803738317757009, 'f1-score': 0.35725240729684987, 'support': 535}};{'-1': {'precision': 0.42857142857142855, 'recall': 0.03409090909090909, 'f1-score': 0.0631578947368421, 'support': 264}, '1': {'precision': 0.5038910505836576, 'recall': 0.955719557195572, 'f1-score': 0.6598726114649681, 'support': 271}, 'accuracy': 0.5009345794392523, 'macro avg': {'precision': 0.4662312395775431, 'recall': 0.49490523314324053, 'f1-score': 0.3615152531009051, 'support': 535}, 'weighted avg': {'precision': 0.46672398476827726, 'recall': 0.5009345794392523, 'f1-score': 0.36541899423837887, 'support': 535}};{'-1': {'precision': 0.42857142857142855, 'recall': 0.03409090909090909, 'f1-score': 0.0631578947368421, 'support': 264}, '1': {'precision': 0.5038910505836576, 'recall': 0.955719557195572, 'f1-score': 0.6598726114649681, 'support': 271}, 'accuracy': 0.5009345794392523, 'macro avg': {'precision': 0.4662312395775431, 'recall': 0.49490523314324053, 'f1-score': 0.3615152531009051, 'support': 535}, 'weighted avg': {'precision': 0.46672398476827726, 'recall': 0.5009345794392523, 'f1-score': 0.36541899423837887, 'support': 535}};{'-1': {'precision': 0.37037037037037035, 'recall': 0.03787878787878788, 'f1-score': 0.06872852233676977, 'support': 264}, '1': {'precision': 0.4990138067061144, 'recall': 0.937037037037037, 'f1-score': 0.6512226512226512, 'support': 270}, 'accuracy': 0.49250936329588013, 'macro avg': {'precision': 0.43469208853824237, 'recall': 0.4874579124579124, 'f1-score': 0.3599755867797105, 'support': 534}, 'weighted avg': {'precision': 0.43541480447271286, 'recall': 0.49250936329588013, 'f1-score': 0.36324802570603565, 'support': 534}};{'-1': {'precision': 0.47058823529411764, 'recall': 0.030303030303030304, 'f1-score': 0.056939501779359435, 'support': 264}, '1': {'precision': 0.504835589941973, 'recall': 0.9666666666666667, 'f1-score': 0.6632782719186785, 'support': 270}, 'accuracy': 0.5037453183520599, 'macro avg': {'precision': 0.4877119126180453, 'recall': 0.4984848484848485, 'f1-score': 0.360108886849019, 'support': 534}, 'weighted avg': {'precision': 0.4879043134868534, 'recall': 0.5037453183520599, 'f1-score': 0.36351528443407133, 'support': 534}}
OCSVM_RBF_0.1_auto_;{'-1': {'precision': 0.3695652173913043, 'recall': 0.06439393939393939, 'f1-score': 0.10967741935483871, 'support': 264}, '1': {'precision': 0.4948875255623722, 'recall': 0.8929889298892989, 'f1-score': 0.6368421052631579, 'support': 271}, 'accuracy': 0.48411214953271026, 'macro avg': {'precision': 0.4322263714768383, 'recall': 0.4786914346416191, 'f1-score': 0.37325976230899827, 'support': 535}, 'weighted avg': {'precision': 0.4330462370443125, 'recall': 0.48411214953271026, 'f1-score': 0.3767085032448471, 'support': 535}};{'-1': {'precision': 0.4090909090909091, 'recall': 0.06818181818181818, 'f1-score': 0.11688311688311688, 'support': 264}, '1': {'precision': 0.4989816700610998, 'recall': 0.9040590405904059, 'f1-score': 0.6430446194225721, 'support': 271}, 'accuracy': 0.491588785046729, 'macro avg': {'precision': 0.45403628957600445, 'recall': 0.486120429386112, 'f1-score': 0.3799638681528445, 'support': 535}, 'weighted avg': {'precision': 0.4546243599748749, 'recall': 0.491588785046729, 'f1-score': 0.38340604620684093, 'support': 535}};{'-1': {'precision': 0.3673469387755102, 'recall': 0.06818181818181818, 'f1-score': 0.11501597444089456, 'support': 264}, '1': {'precision': 0.49382716049382713, 'recall': 0.8856088560885609, 'f1-score': 0.6340819022457067, 'support': 271}, 'accuracy': 0.4822429906542056, 'macro avg': {'precision': 0.43058704963466865, 'recall': 0.4768953371351895, 'f1-score': 0.3745489383433006, 'support': 535}, 'weighted avg': {'precision': 0.4314144903374988, 'recall': 0.4822429906542056, 'f1-score': 0.3779446967495004, 'support': 535}};{'-1': {'precision': 0.3877551020408163, 'recall': 0.07196969696969698, 'f1-score': 0.12140575079872205, 'support': 264}, '1': {'precision': 0.4948453608247423, 'recall': 0.8888888888888888, 'f1-score': 0.6357615894039735, 'support': 270}, 'accuracy': 0.4850187265917603, 'macro avg': {'precision': 0.4413002314327793, 'recall': 0.48042929292929293, 'f1-score': 0.3785836701013478, 'support': 534}, 'weighted avg': {'precision': 0.44190186210010474, 'recall': 0.4850187265917603, 'f1-score': 0.38147330964407394, 'support': 534}};{'-1': {'precision': 0.42105263157894735, 'recall': 0.06060606060606061, 'f1-score': 0.10596026490066225, 'support': 264}, '1': {'precision': 0.5, 'recall': 0.9185185185185185, 'f1-score': 0.6475195822454308, 'support': 270}, 'accuracy': 0.4943820224719101, 'macro avg': {'precision': 0.4605263157894737, 'recall': 0.48956228956228953, 'f1-score': 0.37673992357304653, 'support': 534}, 'weighted avg': {'precision': 0.46096984033116495, 'recall': 0.4943820224719101, 'f1-score': 0.37978239164801714, 'support': 534}}
